execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_error,dfc_exec_time_ms,dfc_rewrite_time_ms,dfc_rows,dfc_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,query_name,query_num,tpch_sf,umbra_correctness_error,umbra_correctness_match,umbra_error,umbra_rows,umbra_time_ms
1,2026-02-03T20:12:50.280239,148.23320880532265,,,True,,26.620041811838746,1.5742077957838774,4,28.194249607622623,,73.01508402451873,3.8085831329226494,4,76.82366715744138,,25.885374983772635,4,25.885374983772635,q01,1,1.0,"Row 0 mismatch between dfc and logical: ('A', 'F', 37734107.0, 56586554400.73, 53758257134.87, 55909065222.82769, 25.52201, 38273.12973, 0.04999, 1478493) != ('A', 'F', 3774200.0, 5320753880.69, 5054096266.6828, 5256751331.44923, 25.53759, 36002.12383, 0.05014, 147790)",False,,4,17.32991705648601
2,2026-02-03T20:12:50.352878,69.3986660335213,,,True,,12.122084153816104,3.2027908600866795,10,15.324875013902783,,20.749415969476104,3.909957828000188,10,24.65937379747629,,11.289375135675073,10,11.289375135675073,q03,3,1.0,"Row 0 mismatch between dfc and logical: (492164, 390324.061, datetime.date(1995, 2, 19), 0) != (108514, 314967.0754, datetime.date(1995, 2, 20), 0)",False,,10,18.125042086467147
3,2026-02-03T20:12:50.494990,138.83104175329208,,,True,,30.09404195472598,2.9542921110987663,5,33.04833406582475,,82.31508289463818,2.4796249344944954,5,84.79470782913268,,12.652874924242496,5,12.652874924242496,q04,4,1.0,"Row 0 mismatch between dfc and logical: ('1-URGENT', 10594) != ('1-URGENT', 999)",False,,5,8.335124934092164
4,2026-02-03T20:12:50.565531,67.17270845547318,,,True,,15.213750069960952,1.979124965146184,5,17.192875035107136,,24.465500144287944,4.13550017401576,5,28.601000318303704,,12.473833048716187,5,12.473833048716187,q05,5,1.0,"Row 0 mismatch between dfc and logical: ('CHINA', 53724494.2566) != ('CHINA', 7822103.0)",False,,5,8.905000053346157
5,2026-02-03T20:12:50.591462,22.57904107682407,,,True,,3.369749989360571,1.1246250942349434,1,4.494375083595514,,8.517458103597164,2.1118330769240856,1,10.62929118052125,,3.4595418255776167,1,3.4595418255776167,q06,6,1.0,"Row 0 mismatch between dfc and logical: (123141078.2283,) != (11803420.2534,)",False,,1,3.9958329871296883
6,2026-02-03T20:12:50.666008,71.1119151674211,,,True,,13.470458099618554,2.690332941710949,4,16.160791041329503,,24.076916044577956,7.744333008304238,4,31.821249052882195,,13.870333088561893,4,13.870333088561893,q07,7,1.0,"Row 0 mismatch between dfc and logical: ('FRANCE', 'GERMANY', 1995, 54639732.7336) != ('FRANCE', 'GERMANY', 1995, 4637235.1501)",False,,4,9.259541984647512
7,2026-02-03T20:12:50.754618,85.21816786378622,,,True,,14.670792035758495,2.3705840576440096,2,17.041376093402505,,25.71149985305965,7.306582992896438,2,33.01808284595609,,13.578291982412338,2,13.578291982412338,q08,8,1.0,"Row 0 mismatch between dfc and logical: (1995, 0.03444) != (1995, 0.02865)",False,,2,21.58041694201529
8,2026-02-03T20:12:50.934227,175.70750089362264,,,True,,39.84574996866286,1.8460419960319996,175,41.69179196469486,,71.02429191581905,5.545875057578087,175,76.57016697339714,,40.00991699285805,175,40.00991699285805,q09,9,1.0,"Row 0 mismatch between dfc and logical: ('ALGERIA', 1992, 45636849.4881) != ('ALGERIA', 1992, 4310013.3482)",False,,175,17.43562496267259
9,2026-02-03T20:12:51.075334,137.69804104231298,,,True,,31.331792008131742,3.799916012212634,20,35.13170802034438,,43.23924984782934,4.9837501719594,20,48.22300001978874,,31.6602501552552,20,31.6602501552552,q10,10,1.0,"Row 0 mismatch between dfc and logical: (922, 'Customer#000000922', 576767.5333, 3869.25, 'GERMANY', 'rsR9lRxyTdHbDOVt8nYbwjK5vAWH9sB', '17-945-916-9648', 'cuses cajole carefully regular idea') != (623, 'Customer#000000623', 399883.4257, 7887.6, 'INDONESIA', 'k3IlPSC4FKB13 hc6omhVs1ibvqeWEV', '19-113-202-7085', 'se around the ideas. accounts cajole blithely slyly ironic requests. b')",False,,20,22.683082846924663
10,2026-02-03T20:12:51.141956,63.106294022873044,,,True,,12.619041837751865,1.914834138005972,2,14.533875975757837,,26.798208942636847,4.0096251759678125,2,30.80783411860466,,11.698917020112276,2,11.698917020112276,q12,12,1.0,"Row 0 mismatch between dfc and logical: ('MAIL', 6202, 9324) != ('MAIL', 647, 945)",False,,2,6.065666908398271
11,2026-02-03T20:12:51.188520,42.742165736854076,,,True,,9.489957941696048,1.3150000013411045,1,10.804957943037152,,12.373416917398572,2.9391248244792223,1,15.312541741877794,,9.002750040963292,1,9.002750040963292,q14,14,1.0,"Row 0 mismatch between dfc and logical: (16.38078,) != (16.28385,)",False,,1,7.621916010975838
12,2026-02-03T20:12:51.397940,205.9422079473734,,,True,,38.33079105243087,4.008250078186393,57,42.33904113061726,,102.62504196725786,3.653791965916753,57,106.27883393317461,,33.52458286099136,57,33.52458286099136,q18,18,1.0,"Row count mismatch: dfc=57, logical=5",False,,5,23.79975002259016
13,2026-02-03T20:12:51.488625,87.19391608610749,,,True,,18.237832933664322,2.850250108167529,1,21.08808304183185,,33.61433302052319,6.834917003288865,1,40.449250023812056,,19.393500173464417,1,19.393500173464417,q19,19,1.0,"Row 0 mismatch between dfc and logical: (3083843.0578,) != (168597.286,)",False,,1,6.263082846999168
14,2026-02-03T20:12:51.637573,145.5309169832617,,,True,,25.00258293002844,1.5625001396983862,4,26.565083069726825,,72.51216704025865,3.924582852050662,4,76.43674989230931,,23.623541928827763,4,23.623541928827763,q01,1,1.0,"Row 0 mismatch between dfc and logical: ('A', 'F', 37734107.0, 56586554400.73, 53758257134.87, 55909065222.82769, 25.52201, 38273.12973, 0.04999, 1478493) != ('A', 'F', 3774200.0, 5320753880.69, 5054096266.6828, 5256751331.44923, 25.53759, 36002.12383, 0.05014, 147790)",False,,4,18.90554209239781
15,2026-02-03T20:12:51.702766,61.909542651847005,,,True,,13.208958087489009,3.277083160355687,10,16.486041247844696,,21.71145915053785,3.7625001277774572,10,25.473959278315306,,11.48629211820662,10,11.48629211820662,q03,3,1.0,"Row 0 mismatch between dfc and logical: (492164, 390324.061, datetime.date(1995, 2, 19), 0) != (108514, 314967.0754, datetime.date(1995, 2, 20), 0)",False,,10,8.463250007480383
16,2026-02-03T20:12:51.843476,137.32774904929101,,,True,,30.63933295197785,2.2488750983029604,5,32.88820805028081,,83.11233296990395,2.4524580221623182,5,85.56479099206626,,13.053291011601686,5,13.053291011601686,q04,4,1.0,"Row 0 mismatch between dfc and logical: ('1-URGENT', 10594) != ('1-URGENT', 999)",False,,5,5.821458995342255
17,2026-02-03T20:12:51.920014,72.89600069634616,,,True,,18.83854204788804,2.6581669226288795,5,21.49670897051692,,27.913874946534634,4.3707918375730515,5,32.284666784107685,,14.701833948493004,5,14.701833948493004,q05,5,1.0,"Row 0 mismatch between dfc and logical: ('CHINA', 53724494.2566) != ('CHINA', 7822103.0)",False,,5,4.412790993228555
18,2026-02-03T20:12:51.944015,20.826332736760378,,,True,,3.59458290040493,1.1233750265091658,1,4.717957926914096,,8.532207924872637,2.082916907966137,1,10.615124832838774,,3.480958053842187,1,3.480958053842187,q06,6,1.0,"Row 0 mismatch between dfc and logical: (123141078.2283,) != (11803420.2534,)",False,,1,2.0122919231653214
19,2026-02-03T20:12:52.019195,71.80491602048278,,,True,,15.030416892841458,2.6212080847471952,4,17.651624977588654,,23.49379099905491,7.39608402363956,4,30.88987502269447,,14.146958012133837,4,14.146958012133837,q07,7,1.0,"Row 0 mismatch between dfc and logical: ('FRANCE', 'GERMANY', 1995, 54639732.7336) != ('FRANCE', 'GERMANY', 1995, 4637235.1501)",False,,4,9.11645800806582
20,2026-02-03T20:12:52.107724,85.2127093821764,,,True,,14.939457876607776,2.393250120803714,2,17.33270799741149,,27.507167076691985,7.303375052288175,2,34.81054212898016,,12.57608411833644,2,12.57608411833644,q08,8,1.0,"Row 0 mismatch between dfc and logical: (1995, 0.03444) != (1995, 0.02865)",False,,2,20.49337513744831
21,2026-02-03T20:12:52.287516,176.00574903190136,,,True,,39.707041112706065,1.9470411352813244,175,41.65408224798739,,82.20062498003244,5.5409998167306185,175,87.74162479676306,,40.040000109001994,175,40.040000109001994,q09,9,1.0,"Row 0 mismatch between dfc and logical: ('ALGERIA', 1992, 45636849.4881) != ('ALGERIA', 1992, 4310013.3482)",False,,175,6.570041878148913
22,2026-02-03T20:12:52.478475,187.29804176837206,,,True,,75.83970809355378,4.173249937593937,20,80.01295803114772,,50.112499855458736,4.926916910335422,20,55.03941676579416,,47.9892089497298,20,47.9892089497298,q10,10,1.0,"Row 0 mismatch between dfc and logical: (922, 'Customer#000000922', 576767.5333, 3869.25, 'GERMANY', 'rsR9lRxyTdHbDOVt8nYbwjK5vAWH9sB', '17-945-916-9648', 'cuses cajole carefully regular idea') != (623, 'Customer#000000623', 399883.4257, 7887.6, 'INDONESIA', 'k3IlPSC4FKB13 hc6omhVs1ibvqeWEV', '19-113-202-7085', 'se around the ideas. accounts cajole blithely slyly ironic requests. b')",False,,20,4.256458021700382
23,2026-02-03T20:12:52.551168,69.32683382183313,,,True,,14.755042036995292,1.8782499246299267,2,16.63329196162522,,26.894249953329563,4.605333087965846,2,31.49958304129541,,13.578999787569046,2,13.578999787569046,q12,12,1.0,"Row 0 mismatch between dfc and logical: ('MAIL', 6202, 9324) != ('MAIL', 647, 945)",False,,2,7.61495903134346
24,2026-02-03T20:12:52.594792,40.24304053746164,,,True,,9.852874791249633,1.765499822795391,1,11.618374614045024,,14.083707937970757,3.1353330705314875,1,17.219041008502245,,9.016874944791198,1,9.016874944791198,q14,14,1.0,"Row 0 mismatch between dfc and logical: (16.38078,) != (16.28385,)",False,,1,2.388749970123172
25,2026-02-03T20:12:52.772350,173.9311250858009,,,True,,44.04929210431874,3.917000023648143,57,47.96629212796688,,75.96837496384978,3.7173330783843994,57,79.68570804223418,,37.277583964169025,57,37.277583964169025,q18,18,1.0,"Row count mismatch: dfc=57, logical=5",False,,5,9.001540951430798
26,2026-02-03T20:12:52.884129,108.40933094732463,,,True,,24.67287494800985,3.7247079890221357,1,28.397582937031984,,41.1695830989629,7.440290879458189,1,48.60987397842109,,28.08845811523497,1,28.08845811523497,q19,19,1.0,"Row 0 mismatch between dfc and logical: (3083843.0578,) != (168597.286,)",False,,1,3.313415916636586
27,2026-02-03T20:12:53.045306,157.62987406924367,,,True,,30.850208131596446,1.5548330266028643,4,32.40504115819931,,87.73066685535014,4.006457980722189,4,91.73712483607233,,27.590000070631504,4,27.590000070631504,q01,1,1.0,"Row 0 mismatch between dfc and logical: ('A', 'F', 37734107.0, 56586554400.73, 53758257134.87, 55909065222.82769, 25.52201, 38273.12973, 0.04999, 1478493) != ('A', 'F', 3774200.0, 5320753880.69, 5054096266.6828, 5256751331.44923, 25.53759, 36002.12383, 0.05014, 147790)",False,,4,5.897708004340529
28,2026-02-03T20:12:53.109584,60.937626054510474,,,True,,15.006875153630972,3.3595419954508543,10,18.366417149081826,,23.010749835520983,3.8020419888198376,10,26.81279182434082,,13.06587504222989,10,13.06587504222989,q03,3,1.0,"Row 0 mismatch between dfc and logical: (492164, 390324.061, datetime.date(1995, 2, 19), 0) != (108514, 314967.0754, datetime.date(1995, 2, 20), 0)",False,,10,2.692542038857937
29,2026-02-03T20:12:53.250315,137.4087082222104,,,True,,31.220875214785337,2.3545839358121157,5,33.57545915059745,,85.7672500424087,2.4507499765604734,5,88.21800001896918,,13.229291187599301,5,13.229291187599301,q04,4,1.0,"Row 0 mismatch between dfc and logical: ('1-URGENT', 10594) != ('1-URGENT', 999)",False,,5,2.3859578650444746
30,2026-02-03T20:12:53.314704,61.08050071634352,,,True,,14.268165919929743,1.810458954423666,5,16.07862487435341,,24.523249827325344,4.058209015056491,5,28.581458842381835,,12.665166985243559,5,12.665166985243559,q05,5,1.0,"Row 0 mismatch between dfc and logical: ('CHINA', 53724494.2566) != ('CHINA', 7822103.0)",False,,5,3.7552500143647194
31,2026-02-03T20:12:53.338269,20.27683285996318,,,True,,3.4775000531226397,1.0676670353859663,1,4.545167088508606,,8.349583949893713,2.6437079068273306,1,10.993291856721044,,3.382165916264057,1,3.382165916264057,q06,6,1.0,"Row 0 mismatch between dfc and logical: (123141078.2283,) != (11803420.2534,)",False,,1,1.356207998469472
32,2026-02-03T20:12:53.413048,71.02233218029141,,,True,,13.624333078041673,2.5645000860095024,4,16.188833164051175,,23.486790945753455,7.621541153639555,4,31.10833209939301,,14.633666956797242,4,14.633666956797242,q07,7,1.0,"Row 0 mismatch between dfc and logical: ('FRANCE', 'GERMANY', 1995, 54639732.7336) != ('FRANCE', 'GERMANY', 1995, 4637235.1501)",False,,4,9.091499960049987
33,2026-02-03T20:12:53.497166,80.89333353564143,,,True,,15.054458985105157,2.3444590624421835,2,17.39891804754734,,26.55899990350008,6.781124975532293,2,33.34012487903237,,12.866957811638713,2,12.866957811638713,q08,8,1.0,"Row 0 mismatch between dfc and logical: (1995, 0.03444) != (1995, 0.02865)",False,,2,17.287332797423005
34,2026-02-03T20:12:53.678390,177.50029335729778,,,True,,42.04779211431742,1.8993329722434282,175,43.947125086560845,,74.74824995733798,5.915916990488768,175,80.66416694782674,,40.66816717386246,175,40.66816717386246,q09,9,1.0,"Row 0 mismatch between dfc and logical: ('ALGERIA', 1992, 45636849.4881) != ('ALGERIA', 1992, 4310013.3482)",False,,175,12.220834149047732
35,2026-02-03T20:12:53.812362,130.46408304944634,,,True,,32.81329199671745,3.8759580347687006,20,36.689250031486154,,44.819667004048824,4.453042056411505,20,49.27270906046033,,31.072708079591393,20,31.072708079591393,q10,10,1.0,"Row 0 mismatch between dfc and logical: (922, 'Customer#000000922', 576767.5333, 3869.25, 'GERMANY', 'rsR9lRxyTdHbDOVt8nYbwjK5vAWH9sB', '17-945-916-9648', 'cuses cajole carefully regular idea') != (623, 'Customer#000000623', 399883.4257, 7887.6, 'INDONESIA', 'k3IlPSC4FKB13 hc6omhVs1ibvqeWEV', '19-113-202-7085', 'se around the ideas. accounts cajole blithely slyly ironic requests. b')",False,,20,13.429415877908468
